Label,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_T6,rel_flux_C7,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_T6,rel_flux_err_C7,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_T6,rel_flux_SNR_C7,tot_C_cnts,tot_C_err,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Peak_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,Angle_T1,Roundness_T1,Variance_T1,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Peak_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,Angle_C2,Roundness_C2,Variance_C2,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Peak_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,Angle_C3,Roundness_C3,Variance_C3,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Peak_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,Angle_C4,Roundness_C4,Variance_C4,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Peak_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,Angle_C5,Roundness_C5,Variance_C5,X(FITS)_T6,Y(FITS)_T6,RA_T6,DEC_T6,Source-Sky_T6,Source_Error_T6,Peak_T6,Sky/Pixel_T6,FWHM_T6,Width_T6,Angle_T6,Roundness_T6,Variance_T6,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Peak_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,Angle_C7,Roundness_C7,Variance_C7
WASP-12b_00215_bdf.fits,0,56319.755849,2456319.755849,2456319.755271,2456319.760712,2456319.761477,1.158819,59.603477,-20.020000,100,6.509110,29.672297,21.176708,18,32,48,0.231051,0.312485,0.253492,0.356466,0.192218,0.166075,0.156962,0.000384,0.000526,0.000473,0.000577,0.000416,0.000355,0.000388,601.778802,593.562795,536.444338,617.914407,461.817944,468.423532,404.618280,4848382.310375,3635.182111,2401.852384,2081.254931,6.509099,29.672296,1120222.211516,1017.876020,1661.264250,4945.451660,1687.864126,3464,22.509063,19.399428,331.710733,0.996097,553760.476809,1877.883128,2196.274126,6.513395,29.660005,1154335.431097,1661.732914,4940.003906,1679.519530,22.729331,19.404403,334.767646,0.995897,586951.272279,2746.266731,1400.500141,6.506275,29.745040,980481.585773,1631.744343,4776.645020,1720.123169,21.315985,18.974565,334.303733,0.993800,486994.052829,3797.877447,2012.222950,6.497660,29.679279,1274108.318658,1716.668318,6291.076660,1764.170110,19.297317,18.178464,319.080149,0.996699,1010720.998419,1816.495252,2304.103649,6.513898,29.648481,781689.771953,1570.973129,3988.472900,1676.812342,22.579692,19.429503,335.185138,0.995724,268393.586486,2867.386224,330.215131,6.505298,29.859549,805194.656210,1609.442693,4907.674805,1770.605996,17.897535,17.764170,336.939507,0.987409,468316.389911,2432.899809,1751.173427,6.508844,29.707575,657767.202894,1541.329430,3661.600342,1689.725275,21.908035,19.274923,334.036172,0.995504,200149.471825
WASP-12b_00216_bdf.fits,0,56319.757229,2456319.757229,2456319.756650,2456319.762092,2456319.762856,1.163457,59.215013,-20.000000,100,6.509110,29.672297,20.654336,18,32,48,0.231080,0.312869,0.253061,0.358061,0.192444,0.167077,0.155661,0.000393,0.000539,0.000484,0.000592,0.000426,0.000363,0.000397,588.630097,580.295211,522.543606,604.747779,451.696380,459.998777,391.713968,4702242.107439,3611.440881,2398.079747,2078.708102,6.509099,29.672304,1086594.457642,1017.876020,1646.562341,4646.495605,1678.011259,3406,22.086289,19.603307,337.612060,0.993378,474300.010086,1874.084074,2193.627410,6.513395,29.660025,1120588.242703,1648.763749,4691.538574,1669.200336,22.480319,19.640882,337.796407,0.992648,493471.085679,2742.544628,1397.932056,6.506275,29.745050,949638.571376,1623.670510,4554.526367,1710.983420,20.538789,19.232801,337.566707,0.990956,413327.932849,3794.212776,2009.730679,6.497660,29.679277,1239773.468911,1703.757122,5957.109863,1755.935438,18.501725,18.624412,326.660183,0.994191,842705.089550,1812.697893,2301.564113,6.513898,29.648490,758877.391332,1558.703478,3672.482910,1665.428992,22.376633,19.668960,338.911433,0.992950,227140.260675,2863.727775,327.695397,6.505298,29.859554,785635.812055,1597.771600,4573.990234,1759.238710,16.881337,18.215202,336.947136,0.984624,397285.674003,2429.120029,1748.634607,6.508845,29.707583,633364.433118,1534.741850,3497.329590,1682.261270,21.715263,19.441822,338.310811,0.993448,169362.571384
WASP-12b_00217_bdf.fits,0,56319.758608,2456319.758608,2456319.758029,2456319.763471,2456319.764235,1.168188,58.826360,-20.000000,100,6.509110,29.672297,20.913797,18,32,48,0.231268,0.312706,0.252716,0.355679,0.192969,0.166956,0.157318,0.000384,0.000526,0.000472,0.000577,0.000417,0.000355,0.000389,602.767478,593.956836,535.319500,616.287884,462.637801,470.569566,404.362352,4841233.115960,3633.211445,2402.229761,2078.325867,6.509099,29.672295,1119620.317969,1017.876020,1656.554024,5009.669434,1681.181992,3382,22.311021,19.379915,333.059979,0.995665,564992.970357,1878.205776,2193.321620,6.513395,29.660009,1153253.413402,1657.680695,5066.120605,1671.278080,22.608265,19.411114,334.411146,0.995902,592152.919675,2746.634137,1397.547779,6.506275,29.745036,976642.864725,1629.417904,4974.736328,1713.747358,21.023055,18.927350,330.905648,0.993777,497185.037722,3798.220534,2009.246011,6.497660,29.679274,1270157.831649,1717.859801,6371.088867,1758.750369,18.949977,18.114646,317.681207,0.996975,1031047.466674,1816.762411,2301.158306,6.513898,29.648485,783094.889705,1570.163049,3965.588623,1670.512511,22.526455,19.400268,334.118476,0.995591,274223.396799,2867.777836,327.231937,6.505298,29.859540,808272.246646,1606.973415,5101.526855,1763.159970,17.134779,17.667288,334.755405,0.984187,487568.014558,2433.195242,1748.227897,6.508845,29.707574,658084.116479,1543.004576,3754.986572,1684.749734,21.843031,19.261127,333.388452,0.994770,205498.823781
WASP-12b_00218_bdf.fits,0,56319.759987,2456319.759987,2456319.759408,2456319.764850,2456319.765614,1.173015,58.437467,-20.010000,100,6.509110,29.672297,20.578791,18,32,48,0.231250,0.312439,0.252407,0.357028,0.193110,0.167483,0.156676,0.000386,0.000530,0.000475,0.000582,0.000420,0.000357,0.000390,599.557287,589.522305,531.517467,613.670962,459.894725,468.613728,401.858931,4796416.556523,3621.009177,2400.017690,2078.596093,6.509099,29.672301,1109169.239347,1017.876020,1649.624546,4859.349609,1675.415586,3541,21.942812,19.233058,332.642875,0.997299,558679.428019,1876.043198,2193.553953,6.513395,29.660019,1141834.784892,1654.973575,4924.541992,1667.047051,22.106374,19.259888,334.874539,0.997648,584200.441280,2744.453076,1397.846973,6.506275,29.745040,966656.449580,1624.948600,4802.037598,1708.445597,20.514895,18.826008,333.007950,0.996233,487269.724106,3796.050275,2009.574612,6.497660,29.679277,1261914.722442,1711.950417,6293.621582,1751.545925,18.659542,18.088308,315.755969,0.998641,1010876.057812,1814.618907,2301.454327,6.513898,29.648488,776320.177088,1565.872975,3888.518799,1664.105143,22.135973,19.314946,336.212215,0.997705,269827.686897,2865.575555,327.473673,6.505298,29.859552,803319.950705,1603.387830,4856.861328,1756.398669,17.217180,17.723928,337.612104,0.991108,471453.276037,2431.055458,1748.470920,6.508844,29.707583,649690.422521,1532.833836,3638.367920,1679.689129,21.474761,19.095584,333.164208,0.997318,200535.636021
WASP-12b_00219_bdf.fits,0,56319.761366,2456319.761366,2456319.760787,2456319.766229,2456319.766993,1.177938,58.048381,-20.000000,100,6.509110,29.672297,21.481486,18,32,48,0.231553,0.312934,0.252745,0.355671,0.193258,0.166932,0.156849,0.000382,0.000525,0.000470,0.000573,0.000414,0.000353,0.000386,606.300328,596.247752,537.700766,620.656481,466.364398,472.243142,406.712292,4843963.540482,3614.026313,2399.880414,2077.397634,6.509099,29.672306,1121632.355790,1017.876020,1649.867155,4758.344238,1665.117765,3539,22.762093,19.516848,329.611484,0.996993,532771.091752,1875.826047,2192.407730,6.513395,29.660017,1154545.613750,1654.868362,4840.443359,1655.705982,22.957524,19.606922,333.647914,0.997551,550464.363498,2744.236558,1396.791029,6.506275,29.745036,977284.927389,1624.048802,4667.310059,1697.359080,21.413790,19.079816,329.333400,0.995761,465929.465972,3795.857453,2008.449636,6.497660,29.679278,1270852.331883,1705.367341,6040.784180,1741.998356,19.575584,18.311283,308.929959,0.997497,965233.116547,1814.443891,2300.298749,6.513898,29.648486,784520.154083,1559.761830,3821.537354,1653.288241,23.091150,19.617703,331.978595,0.997305,255598.561851,2865.418098,326.457078,6.505298,29.859553,808612.730558,1602.478561,4785.112305,1746.546678,18.208879,17.838667,334.421781,0.989455,459480.157210,2430.792507,1747.337879,6.508845,29.707584,656760.513377,1530.989108,3581.905518,1668.684078,22.361383,19.411289,329.795404,0.997096,190931.136722
WASP-12b_00220_bdf.fits,0,56319.762745,2456319.762745,2456319.762166,2456319.767608,2456319.768372,1.182961,57.659080,-19.990000,100,6.509110,29.672297,21.881087,18,32,48,0.229787,0.312306,0.252918,0.357451,0.192291,0.167228,0.156805,0.000404,0.000557,0.000500,0.000610,0.000440,0.000375,0.000411,568.519183,560.962086,505.860494,585.834818,436.664050,446.256203,381.064268,4569157.139578,3624.711938,2401.021325,2077.153830,6.509099,29.672305,1049931.310156,1017.876020,1648.291862,4293.601074,1709.264583,3386,23.035112,20.075903,345.107895,0.996743,374404.783822,1877.020545,2192.195495,6.513395,29.660014,1087379.476807,1656.380977,4355.297363,1700.535824,23.463875,20.156529,346.940791,0.997023,392576.208043,2745.484049,1396.421598,6.506275,29.745046,922345.696836,1629.052804,4191.869141,1739.229502,22.018835,19.730248,342.690810,0.995915,329187.826558,3796.975146,2008.061126,6.497661,29.679287,1203175.096593,1706.238926,5499.544434,1784.755223,19.887538,19.069904,331.461806,0.999009,680660.827475,1815.633168,2300.060418,6.513898,29.648486,736908.089765,1566.152036,3525.907227,1696.269988,23.624446,20.116696,345.736594,0.996077,179669.822764,2866.583063,326.088567,6.505298,29.859563,764089.259178,1601.337164,4261.205078,1788.715445,18.212480,18.655929,342.660070,0.989843,318730.562594,2432.078287,1747.059531,6.508844,29.707587,619348.779577,1541.765929,3351.906006,1710.879819,22.925325,19.984999,345.471916,0.996470,135552.880447
WASP-12b_00221_bdf.fits,0,56319.764124,2456319.764124,2456319.763546,2456319.768987,2456319.769751,1.188083,57.269632,-19.990000,100,6.509110,29.672297,21.882147,18,32,48,0.230385,0.312525,0.252307,0.357116,0.192664,0.166691,0.157048,0.000409,0.000562,0.000505,0.000617,0.000446,0.000379,0.000417,563.017374,555.621621,499.999326,578.480241,431.942659,439.362785,376.796059,4554715.531886,3654.464149,2398.433913,2075.754251,6.509099,29.672312,1049338.366978,1017.876020,1662.771457,4377.332520,1755.051833,3405,23.023965,20.001878,343.159614,0.993192,387857.164026,1874.462053,2190.824627,6.513395,29.660018,1084521.297598,1666.352319,4361.676270,1746.441992,23.323072,20.035584,344.090941,0.992885,404581.204770,2742.839790,1395.030729,6.506275,29.745051,917656.325262,1639.943566,4273.588867,1788.687763,21.875426,19.584129,340.210013,0.990953,337219.717990,3794.391984,2006.690978,6.497661,29.679288,1198543.921410,1722.792797,5348.746582,1831.376367,19.897865,18.975262,332.767399,0.996451,702556.171965,1813.052656,2298.702662,6.513898,29.648490,735773.377036,1580.696475,3556.469482,1744.400844,23.682146,20.010688,343.458209,0.992690,187725.761554,2864.051966,324.799880,6.505297,29.859562,759231.538264,1617.095695,4275.048828,1835.914526,18.448800,18.559751,339.734882,0.984962,327520.059590,2429.429277,1745.641483,6.508845,29.707594,618220.610578,1556.389057,3261.287109,1756.859609,22.923755,19.899950,339.815173,0.992957,139046.022171
WASP-12b_00222_bdf.fits,0,56319.765504,2456319.765504,2456319.764925,2456319.770366,2456319.771130,1.193307,56.880035,-20.010000,100,6.509110,29.672297,20.160787,18,32,48,0.231159,0.312815,0.252772,0.358286,0.191721,0.167062,0.156466,0.000404,0.000556,0.000499,0.000611,0.000439,0.000375,0.000411,571.654957,562.411631,507.053364,586.352249,436.461668,446.020825,380.520530,4574433.577931,3624.551611,2401.484262,2075.342359,6.509099,29.672312,1057422.601911,1017.876020,1649.123908,4702.488281,1709.634926,3349,21.484289,19.572319,331.432709,0.998581,448221.890541,1877.433250,2190.429889,6.513395,29.660017,1089985.866278,1654.843088,4684.183105,1699.425657,21.919886,19.650024,334.241006,0.998570,464519.974342,2745.914908,1394.582180,6.506275,29.745053,922984.442235,1625.708565,4440.027344,1741.152586,20.244903,19.251276,328.341107,0.997784,377630.625510,3797.546665,2006.321124,6.497660,29.679280,1206634.418291,1709.882057,5827.855469,1783.545585,17.802015,18.607619,309.850051,0.998522,799108.566614,1816.086702,2298.194525,6.513898,29.648500,735924.438253,1565.295961,3722.358154,1697.784157,21.799288,19.571899,332.457353,0.998433,214404.255945,2867.092758,324.312140,6.505298,29.859566,764215.975620,1602.843497,4572.727539,1789.286131,16.908718,18.296666,333.072905,0.994604,356898.170275,2432.478687,1745.309515,6.508845,29.707585,618904.412874,1543.402832,3487.782715,1711.445774,20.966410,19.486470,333.244353,0.997889,158759.555694
WASP-12b_00223_bdf.fits,0,56319.766883,2456319.766883,2456319.766304,2456319.771745,2456319.772509,1.198634,56.490305,-20.030000,100,6.509110,29.672297,21.955433,18,32,48,0.230448,0.312414,0.251957,0.356734,0.193812,0.166980,0.156633,0.000402,0.000554,0.000496,0.000607,0.000440,0.000373,0.000409,572.743083,563.557355,507.988870,588.018673,440.308478,447.840900,383.143574,4624053.806408,3650.401362,2399.147326,2073.279643,6.509099,29.672312,1065601.812844,1017.876020,1659.483509,4476.453613,1739.124593,3473,23.273940,19.769480,327.841818,0.997611,429787.027926,1875.156794,2188.273675,6.513395,29.660026,1100733.701186,1669.221719,4481.255371,1729.973264,23.462825,19.834376,329.739240,0.998103,445773.967668,2743.602406,1392.624682,6.506275,29.745049,930593.273336,1637.110305,4272.405273,1770.792264,21.992720,19.363483,324.540037,0.996171,377334.605020,3795.239245,2004.322560,6.497660,29.679282,1215828.536588,1719.187881,5609.764160,1813.547015,19.849373,18.633976,304.338566,0.997571,795923.922613,1813.743252,2296.126944,6.513898,29.648499,750703.430161,1581.208535,3620.754639,1726.614604,23.488453,19.834744,328.541829,0.996906,207450.213218,2864.758957,322.473371,6.505298,29.859561,772126.702950,1612.763833,4445.311035,1818.220113,18.638666,18.295569,330.797040,0.991964,363394.811405,2430.123805,1743.184632,6.508845,29.707595,626194.865138,1550.216567,3445.700928,1740.839694,22.982050,19.624321,327.790303,0.997185,155878.957022
WASP-12b_00224_bdf.fits,0,56319.768262,2456319.768262,2456319.767683,2456319.773124,2456319.773889,1.204066,56.100463,-20.030000,100,6.509110,29.672297,20.512787,18,32,48,0.230176,0.312710,0.252347,0.357242,0.192320,0.167053,0.157103,0.000398,0.000548,0.000491,0.000601,0.000433,0.000369,0.000405,577.870436,570.976011,514.090382,594.797607,444.376510,452.953795,388.265107,4662542.614287,3637.183685,2402.290624,2077.805823,6.509099,29.672297,1073205.958111,1017.876020,1657.770645,4660.250000,1715.565818,3428,21.934485,19.417672,346.212095,0.999093,477802.479152,1878.318766,2192.706110,6.513394,29.660022,1110696.595619,1661.421238,4708.832520,1706.408843,22.281462,19.501582,351.618989,0.999056,501187.786684,2746.706123,1397.065138,6.506275,29.745039,939500.033290,1633.150436,4534.117676,1747.043053,20.396262,19.005221,342.685982,0.998184,420190.874865,3798.377990,2008.712917,6.497660,29.679283,1227236.346357,1715.987568,5972.999023,1788.365101,18.324592,18.343572,303.441823,0.999827,883939.279533,1816.936420,2300.667210,6.513898,29.648484,752064.129016,1570.393955,3799.892090,1704.892071,22.110233,19.441271,357.186312,0.998814,231450.628785,2867.803576,326.741204,6.505299,29.859555,778892.329846,1608.660807,4665.071289,1794.995887,16.880904,17.940958,343.978815,0.995900,401353.373858,2433.304339,1747.735944,6.508844,29.707576,633045.510004,1546.238591,3580.030762,1718.627726,21.661572,19.328824,350.913698,0.998622,174454.836255
WASP-12b_00225_bdf.fits,0,56319.769641,2456319.769641,2456319.769062,2456319.774503,2456319.775268,1.209606,55.710522,-20.010000,100,6.509110,29.672297,20.787400,18,32,48,0.230655,0.313233,0.253200,0.357101,0.191561,0.166771,0.156787,0.000401,0.000552,0.000495,0.000605,0.000435,0.000371,0.000407,575.863058,567.720284,511.441134,590.134700,440.307528,449.342389,385.445667,4633793.234701,3639.559029,2398.671186,2079.875873,6.509099,29.672297,1068808.095908,1017.876020,1655.308076,4640.166992,1722.847714,3459,22.172665,19.498746,327.960168,0.997734,469204.904891,1874.716930,2194.824007,6.513394,29.660018,1105255.000441,1661.750505,4744.938477,1711.209606,22.519823,19.570210,330.623615,0.997704,489452.322984,2743.085342,1399.082927,6.506275,29.745044,936223.721178,1634.960242,4494.037598,1752.542632,20.881877,19.145274,324.942090,0.996186,406791.160936,3794.708325,2010.719538,6.497660,29.679281,1219314.853268,1719.564636,5872.261230,1796.768774,18.617624,18.429120,307.932195,0.997603,854409.511664,1813.392521,2302.764080,6.513897,29.648483,744950.991654,1570.644817,3777.455322,1711.970767,22.337485,19.562114,327.966969,0.997610,225723.537535,2864.213511,328.911537,6.505298,29.859546,772784.407931,1609.141090,4569.125000,1800.214519,17.090588,18.009781,330.960503,0.991660,393365.448277,2429.721701,1749.762368,6.508844,29.707581,628048.668159,1545.332493,3523.274658,1723.431464,21.891740,19.391859,328.534274,0.997399,169367.102188
WASP-12b_00226_bdf.fits,0,56319.771020,2456319.771020,2456319.770442,2456319.775883,2456319.776647,1.215254,55.320462,-20.010000,100,6.509110,29.672297,20.314416,18,32,48,0.231546,0.313268,0.252681,0.357304,0.192281,0.167158,0.156377,0.000431,0.000592,0.000530,0.000647,0.000470,0.000399,0.000439,536.993351,529.418292,476.397766,552.185274,409.008676,418.604597,356.500938,4382723.536651,3695.639871,2400.918614,2079.503990,6.509099,29.672317,1014801.474769,1017.876020,1684.946294,4703.236328,1841.518338,3435,21.681744,19.604724,351.250110,0.999061,415334.338355,1876.901518,2194.638267,6.513395,29.660018,1045457.586483,1684.550813,4737.621582,1832.241479,21.946593,19.655150,352.324969,0.999103,427602.675198,2745.401833,1398.922406,6.506275,29.745040,884048.806388,1657.399910,4574.324707,1873.960297,20.303865,19.210614,343.712040,0.998518,357495.160795,3797.103923,2010.481540,6.497660,29.679286,1153731.705646,1733.680200,6003.417480,1916.947379,18.195783,18.557725,292.448914,0.999895,750894.574179,1815.483059,2302.515604,6.513899,29.648489,706807.810477,1605.191332,3805.400635,1829.098723,22.144135,19.640221,349.794973,0.998663,198947.316206,2866.559264,328.537491,6.505298,29.859560,732609.229576,1637.468712,4572.983398,1921.786761,16.713389,18.281957,345.911904,0.995614,332524.895304,2431.949492,1749.525359,6.508845,29.707586,592677.627656,1578.221121,3595.154297,1844.718884,21.215401,19.474323,349.718680,0.999273,148101.656272
WASP-12b_00227_bdf.fits,0,56319.772399,2456319.772399,2456319.771821,2456319.777262,2456319.778026,1.221013,54.930360,-20.010000,100,6.509110,29.672297,21.221548,18,32,48,0.231293,0.311642,0.252449,0.357709,0.193413,0.166676,0.156479,0.000505,0.000693,0.000624,0.000760,0.000556,0.000472,0.000521,457.926864,449.407694,404.393820,470.903373,347.951099,353.091748,300.215414,3902848.142003,3876.239890,2400.415968,2080.090670,6.509099,29.672308,902700.851862,1017.876020,1755.602075,4575.960938,2177.038560,3423,22.677220,19.925690,333.643853,0.998875,288094.316093,1876.446831,2195.181927,6.513394,29.660013,927303.707059,1760.491782,4549.567871,2169.393570,23.141507,19.975856,331.756134,0.998723,299983.814303,2744.815527,1399.377192,6.506275,29.745041,786674.612032,1737.557598,4441.909668,2205.642305,21.234243,19.549161,328.915318,0.997899,251883.401595,3796.470807,2011.023600,6.497660,29.679286,1028265.310689,1806.398751,5505.042969,2250.501346,19.185667,18.970962,308.045347,0.998937,514894.410420,1815.037690,2303.082454,6.513898,29.648483,632523.921304,1687.926545,3813.829102,2166.993204,22.959916,19.989735,327.437721,0.998861,138844.029465,2865.982781,329.041173,6.505298,29.859545,650510.268217,1725.327054,4510.860840,2253.117529,17.117378,18.583576,331.557140,0.996101,236428.090740,2431.544672,1749.993320,6.508843,29.707587,528080.590919,1671.713342,3643.250000,2179.715393,22.234903,19.832254,334.984776,0.998720,102894.526900
WASP-12b_00228_bdf.fits,0,56319.773779,2456319.773779,2456319.773200,2456319.778641,2456319.779405,1.226884,54.540194,-20.030000,100,6.509110,29.672297,19.657524,18,32,48,0.230624,0.312492,0.252596,0.355919,0.193100,0.166322,0.157289,0.000444,0.000611,0.000548,0.000667,0.000486,0.000413,0.000455,519.528346,511.786864,460.689240,533.649284,397.072946,402.497006,345.784117,4261506.936188,3714.285554,2400.926634,2080.530159,6.509098,29.672305,982803.858153,1017.876020,1686.668433,4859.697754,1890.003063,3453,20.936621,19.201033,323.455545,0.999992,437069.757234,1876.823288,2195.585072,6.513395,29.660015,1014624.185398,1691.957275,4859.352051,1880.374907,21.271685,19.303148,351.912589,0.999948,450118.940007,2745.310577,1399.817427,6.506274,29.745042,859367.619770,1666.317852,4657.867676,1918.085825,19.604765,18.882924,328.694288,0.999701,372803.315726,3797.013129,2011.443144,6.497660,29.679276,1118614.289294,1740.716019,5887.501465,1960.647776,17.282717,18.243213,87.711218,0.999440,760063.804391,1815.497959,2303.437726,6.513897,29.648489,689711.846911,1612.344735,3886.990234,1878.166563,21.605482,19.343723,349.701224,0.999976,205858.646494,2866.433248,329.502641,6.505298,29.859562,708781.982905,1649.045616,4658.443848,1965.702257,16.170692,17.892835,344.799107,0.998543,345624.209897,2431.877090,1750.501638,6.508844,29.707579,579188.994815,1589.602080,3641.368408,1891.427510,20.730702,19.164781,347.861068,0.999978,155000.393440
WASP-12b_00229_bdf.fits,0,56319.775158,2456319.775158,2456319.774579,2456319.780020,2456319.780784,1.232870,54.149992,-20.000000,100,6.509110,29.672297,21.217156,18,32,48,0.231676,0.312902,0.253222,0.357929,0.191967,0.167078,0.156042,0.000449,0.000618,0.000555,0.000677,0.000491,0.000417,0.000461,516.273048,506.066192,455.952581,528.645870,391.227790,400.625202,338.420817,4261753.744281,3760.067268,2401.169813,2079.366197,6.509099,29.672310,987346.072316,1017.876020,1702.532582,4677.222656,1950.262407,3333,22.622563,19.633216,329.592419,0.998771,388256.031627,1877.190912,2194.376914,6.513395,29.660025,1015697.592532,1712.005865,4626.896973,1944.313032,22.764258,19.659180,329.972056,0.998706,406671.301733,2745.488024,1398.663735,6.506275,29.745048,861116.318813,1685.989065,4509.120117,1978.439858,21.169807,19.184248,327.322875,0.997718,343257.132552,3797.090544,2010.286367,6.497660,29.679283,1123332.512268,1761.064565,5763.575684,2019.012413,19.154834,18.474326,301.689732,0.998832,715812.704136,1815.794714,2302.382447,6.513898,29.648482,686357.426764,1629.302185,3792.825195,1940.518496,22.827037,19.650437,331.845501,0.998801,187726.548200,2866.714522,328.479541,6.505297,29.859553,712044.211675,1662.602221,4666.485840,2022.448311,17.941865,18.048638,333.505038,0.993591,334955.839111,2432.198665,1749.400679,6.508844,29.707578,575249.893904,1615.118768,3636.404541,1955.408816,22.039730,19.519847,326.153240,0.998575,139406.139943
WASP-12b_00230_bdf.fits,0,56319.776537,2456319.776537,2456319.775958,2456319.781399,2456319.782163,1.238972,53.759752,-19.960000,100,6.509110,29.672297,21.213327,18,32,48,0.232004,0.312144,0.253346,0.355872,0.192774,0.168038,0.157261,0.000390,0.000535,0.000481,0.000586,0.000423,0.000360,0.000395,594.589715,583.642190,526.833631,607.278612,455.407306,466.258207,397.647876,4725193.225395,3603.565640,2396.608340,2078.559639,6.509098,29.672301,1096264.412239,1017.876020,1643.284281,4672.259277,1660.247107,3391,22.555961,19.399570,323.332717,0.993307,531910.981034,1872.718483,2193.610699,6.513394,29.660013,1124070.248479,1645.572085,4743.641113,1652.876459,22.715294,19.452897,323.934573,0.992283,554562.635795,2740.978817,1397.900392,6.506274,29.745034,955130.233183,1619.144480,4714.051758,1691.158673,21.281147,18.902594,322.317948,0.990113,468915.988707,3792.420201,2009.441147,6.497660,29.679277,1240207.554324,1700.731452,6011.240234,1731.757303,19.252103,18.142010,309.525150,0.992856,967402.845445,1811.246153,2301.513742,6.513898,29.648481,763676.467987,1555.429170,3806.225830,1651.648285,22.854654,19.440871,323.288448,0.993208,255632.416994,2862.091817,327.549371,6.505297,29.859550,794010.668600,1591.646566,4718.304199,1732.451240,17.813110,17.709135,329.388464,0.983718,458124.306370,2427.689124,1748.496364,6.508843,29.707580,642108.721422,1531.111234,3593.081787,1663.363162,22.021024,19.255310,324.832574,0.992173,191656.676054
WASP-12b_00231_bdf.fits,0,56319.777916,2456319.777916,2456319.777337,2456319.782778,2456319.783542,1.245194,53.369474,-19.940000,100,6.509110,29.672297,21.479625,18,32,48,0.230788,0.312142,0.252488,0.357645,0.192412,0.167602,0.157045,0.000403,0.000554,0.000496,0.000608,0.000438,0.000374,0.000408,573.189142,563.815271,508.736293,587.849599,439.534635,447.981583,384.937402,4544933.897276,3585.037062,2401.783122,2078.012253,6.509100,29.672302,1048917.887569,1017.876020,1632.243182,4332.851074,1665.770656,3561,22.882615,20.067057,312.377941,0.999012,372146.647819,1877.794533,2193.068882,6.513395,29.660011,1081182.668020,1639.142893,4413.198730,1657.990767,23.142453,20.102010,316.190176,0.998895,388526.834007,2746.251019,1397.292774,6.506275,29.745044,916209.330218,1609.078966,4288.460449,1696.877609,21.479633,19.663745,314.400308,0.998064,328742.224153,3797.954138,2008.952193,6.497660,29.679277,1197274.939610,1694.545799,5466.526855,1737.340410,19.481143,19.030188,292.980611,0.996714,686443.386875,1816.490730,2300.895386,6.513898,29.648487,733386.790784,1548.218854,3497.164551,1653.969033,23.182098,20.120951,316.263583,0.999024,179453.767205,2867.359953,327.043030,6.505298,29.859555,761740.953371,1590.683709,4358.238770,1743.259268,17.632261,18.689642,324.426476,0.994756,314576.795135,2432.828717,1747.953065,6.508845,29.707581,616880.168645,1519.242942,3372.341064,1667.332957,22.557172,20.002459,305.715159,0.998743,132548.028838
