Label,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_T6,rel_flux_C7,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_T6,rel_flux_err_C7,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_T6,rel_flux_SNR_C7,tot_C_cnts,tot_C_err,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Peak_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,Angle_T1,Roundness_T1,Variance_T1,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Peak_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,Angle_C2,Roundness_C2,Variance_C2,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Peak_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,Angle_C3,Roundness_C3,Variance_C3,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Peak_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,Angle_C4,Roundness_C4,Variance_C4,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Peak_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,Angle_C5,Roundness_C5,Variance_C5,X(FITS)_T6,Y(FITS)_T6,RA_T6,DEC_T6,Source-Sky_T6,Source_Error_T6,Peak_T6,Sky/Pixel_T6,FWHM_T6,Width_T6,Angle_T6,Roundness_T6,Variance_T6,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Peak_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,Angle_C7,Roundness_C7,Variance_C7
WASP-12b_00074_bdf.fits,0,56319.561389,2456319.561389,2456319.560810,2456319.566261,2456319.567026,1.153122,60.091266,-19.990000,100,6.509110,29.672297,21.413471,18,32,48,0.230602,0.311713,0.253287,0.357388,0.191871,0.167434,0.157394,0.000377,0.000520,0.000464,0.000568,0.000410,0.000347,0.000381,611.447694,599.681223,546.159745,628.873885,468.029042,482.449440,412.749462,4713269.951674,3479.169914,2398.894090,2082.125991,6.509099,29.672306,1086890.890838,1017.876020,1586.209753,4307.128906,1498.031545,3395,22.721494,19.906725,294.561606,0.999833,427611.903870,1875.007327,2196.890953,6.513394,29.660016,1120051.785111,1600.370642,4372.601562,1503.946297,22.887811,19.932636,286.214324,0.999843,447219.346656,2743.552590,1401.606630,6.506275,29.745046,952543.656406,1555.802243,4153.912109,1510.802819,21.611905,19.549992,298.076072,0.999725,373018.279564,3795.025027,2013.930114,6.497660,29.679276,1240962.456723,1640.629161,5546.377441,1530.161148,19.560836,18.873830,278.837719,0.998761,787450.240482,1813.531299,2304.793528,6.513897,29.648481,758755.163715,1505.321628,3450.008057,1503.487674,22.831231,19.946103,300.378988,0.999914,205897.719715,2864.729857,331.340259,6.505300,29.859567,789160.777529,1528.494713,4195.334961,1544.905019,17.939789,18.544520,329.698380,0.999026,355889.167718,2429.880426,1752.060493,6.508846,29.707587,640956.889719,1471.481987,3233.756348,1495.547578,22.341230,19.798013,284.149578,0.999784,155394.921250
WASP-12b_00075_bdf.fits,0,56319.562768,2456319.562768,2456319.562189,2456319.567641,2456319.568405,1.148691,60.479090,-20.030000,100,6.509110,29.672297,19.628514,18,32,48,0.231829,0.313374,0.252737,0.354365,0.193569,0.166189,0.157175,0.000350,0.000482,0.000428,0.000523,0.000379,0.000319,0.000351,662.832973,650.025884,590.017909,677.982317,510.542030,520.876757,447.901415,5186125.828379,3535.723028,2398.584466,2080.546456,6.509098,29.672305,1202292.562563,1017.876020,1618.099010,5770.456543,1504.400651,3456,20.699137,18.037902,53.766908,0.999088,963968.071946,1874.688444,2195.259713,6.513393,29.660021,1237422.826096,1630.078411,5744.985352,1511.588971,20.808687,18.055497,60.227422,0.999250,1015186.773082,2743.188487,1400.111149,6.506274,29.745027,1046290.915713,1583.103250,5549.835449,1519.424170,19.446687,17.466729,47.859778,0.999269,835087.189248,3794.534791,2012.262307,6.497660,29.679275,1356932.765270,1669.033309,7219.708984,1538.026672,18.355176,16.740388,74.087779,0.997922,1640174.635636,1813.168952,2303.118837,6.513897,29.648492,841067.098338,1527.393063,4500.882812,1508.811402,20.833695,18.042236,52.135484,0.999545,470569.078774,2864.428854,329.769649,6.505299,29.859539,861878.963746,1546.822036,5852.873535,1553.997560,16.751312,16.093328,7.160040,0.998568,789528.159502,2429.652470,1750.484361,6.508844,29.707581,704412.222963,1489.753015,4075.122314,1505.098828,20.504906,17.898948,46.407014,0.999242,343126.096237
WASP-12b_00076_bdf.fits,0,56319.564147,2456319.564147,2456319.563568,2456319.569020,2456319.569784,1.144350,60.866605,-20.060000,100,6.509110,29.672297,19.255366,18,32,48,0.230905,0.314150,0.253335,0.353919,0.193294,0.165487,0.156648,0.000348,0.000481,0.000428,0.000520,0.000378,0.000318,0.000350,662.587144,652.956787,592.185258,680.361054,510.848192,520.689140,447.792862,5221146.180031,3549.402630,2401.875859,2081.752213,6.509098,29.672299,1205589.568123,1017.876020,1624.482625,5947.878418,1518.345911,3419,20.306039,17.785478,351.780337,0.999883,1046297.318948,1877.822979,2196.554820,6.513394,29.660007,1248126.209431,1635.371922,6329.402344,1523.228536,20.359504,17.774734,350.703732,0.999928,1133613.537129,2746.440880,1401.221856,6.506274,29.745032,1055342.526663,1590.520213,5813.559082,1531.001782,19.270364,17.292877,339.366872,0.999384,910413.638445,3797.781621,2013.418266,6.497659,29.679275,1364825.269652,1672.241280,7853.437012,1553.097370,17.785242,16.398216,270.942531,0.998971,1830729.438688,1816.455925,2304.408854,6.513897,29.648479,845739.258103,1535.670534,4631.352539,1523.350029,20.512887,17.867887,358.684164,0.999961,509987.401245,2867.677508,331.027602,6.505298,29.859525,864031.586163,1551.964390,5849.693848,1567.303096,16.475213,15.764375,347.924764,0.995514,865742.276264,2433.060300,1751.756366,6.508843,29.707569,707112.916182,1496.458577,4282.442383,1518.145490,20.078315,17.681971,325.159201,0.999938,371992.436899
WASP-12b_00077_bdf.fits,0,56319.565526,2456319.565526,2456319.564947,2456319.570399,2456319.571163,1.140096,61.253802,-20.010000,100,6.509110,29.672297,19.085897,18,32,48,0.231971,0.313646,0.252918,0.354036,0.193458,0.166198,0.157154,0.000354,0.000487,0.000433,0.000528,0.000384,0.000323,0.000355,656.012956,643.394188,583.722135,670.569858,504.384461,514.363801,442.560980,5149686.773700,3550.063662,2401.538085,2080.944198,6.509098,29.672307,1194577.043540,1017.876020,1624.113658,5684.070801,1533.337813,3472,20.251875,17.903563,49.075294,0.999474,961464.875623,1877.519618,2195.762706,6.513393,29.660015,1229539.188108,1635.660096,5764.228027,1539.911079,20.417317,17.907652,56.211105,0.999309,1028620.226003,2746.032682,1400.436581,6.506274,29.745032,1039533.444561,1589.641790,5497.958984,1546.247299,19.145227,17.435599,44.537749,0.999764,823972.964088,3797.330612,2012.636870,6.497659,29.679278,1346473.302412,1674.400635,7377.085449,1567.616248,17.381101,16.602683,77.404116,0.997526,1690912.139774,1816.002032,2303.685109,6.513897,29.648480,834756.935457,1534.766824,4514.801270,1539.510265,20.215775,17.833156,56.666957,0.999351,479641.086885,2867.085488,330.171342,6.505299,29.859532,855865.429071,1555.811490,5794.220215,1584.563476,16.061363,16.110233,4.921382,0.999163,790023.802572,2432.567433,1750.870054,6.508844,29.707582,699383.903163,1497.157419,4044.868164,1531.570154,20.128618,17.814540,51.905192,0.999269,340423.390064
WASP-12b_00078_bdf.fits,0,56319.566905,2456319.566905,2456319.566326,2456319.571778,2456319.572542,1.135930,61.640616,-19.970000,100,6.509110,29.672297,18.604955,18,32,48,0.230993,0.314168,0.253335,0.352622,0.194051,0.165146,0.156871,0.000347,0.000479,0.000425,0.000516,0.000376,0.000317,0.000349,666.442680,655.878411,596.093540,683.158005,515.952699,521.708542,449.924747,5281883.877413,3570.910827,2398.573085,2079.790031,6.509097,29.672293,1220079.378182,1017.876020,1634.380556,6557.920410,1539.721142,3363,19.649694,17.165145,13.776769,0.999385,1307096.010193,1874.556438,2194.532628,6.513393,29.660008,1262697.894726,1647.992956,6728.183105,1545.946781,19.780746,17.110890,25.414328,0.999781,1416475.649021,2742.985607,1399.320725,6.506274,29.745014,1067618.991152,1597.896801,6463.576660,1551.672337,18.737461,16.612934,4.120727,0.999478,1128116.842910,3794.390626,2011.440762,6.497660,29.679284,1376961.140292,1681.894695,9068.698242,1573.984184,17.000290,15.633948,71.987517,0.998646,2290001.749444,1812.988216,2302.396999,6.513897,29.648480,858384.804054,1541.821058,5198.374023,1543.827576,19.846074,17.102220,33.001770,0.999894,648372.739279,2864.272011,329.089036,6.505299,29.859496,872281.832038,1564.518245,6597.618652,1590.804095,15.873922,15.093824,355.914236,0.993550,1068986.191902,2429.627041,1749.733193,6.508843,29.707566,716221.047189,1508.730336,4666.109863,1540.015279,19.346498,17.014147,20.802437,0.999394,468548.163815
WASP-12b_00079_bdf.fits,0,56319.568284,2456319.568284,2456319.567706,2456319.573157,2456319.573921,1.131849,62.027063,-19.930000,100,6.509110,29.672297,18.633566,18,32,48,0.231383,0.313858,0.252663,0.353526,0.193351,0.165487,0.157680,0.000345,0.000477,0.000423,0.000516,0.000374,0.000316,0.000347,670.510369,657.464599,597.397508,684.832495,516.574908,523.980081,454.668427,5310648.934032,3578.431460,2400.334451,2081.995445,6.509097,29.672290,1228794.068376,1017.876020,1634.915817,6610.260254,1540.678084,3465,19.735290,17.233078,78.279318,0.999672,1303769.367555,1876.291128,2196.712868,6.513394,29.660008,1268622.665751,1652.525853,6566.069824,1546.291060,19.874392,17.291220,89.802348,0.999454,1379733.699382,2744.819369,1401.546713,6.506274,29.745015,1071162.630067,1600.328284,6413.707520,1554.915536,18.740511,16.706286,271.697752,0.999743,1124281.692064,3796.109788,2013.614608,6.497659,29.679281,1387083.214852,1690.960477,8828.589844,1577.049966,16.942286,15.715511,83.457110,0.996355,2274236.847018,1814.770844,2304.588582,6.513898,29.648477,860451.507232,1544.329048,4895.689941,1546.187097,19.921212,17.275401,88.187653,0.999023,636780.055703,2866.061726,331.411302,6.505299,29.859507,878840.822566,1569.221880,6459.853027,1592.092840,15.856906,15.093467,350.676438,0.999297,1067116.451020,2431.441507,1751.978692,6.508843,29.707562,723328.916130,1506.313334,4612.287109,1538.758688,19.364363,17.127973,78.809923,0.999523,467844.761883
WASP-12b_00080_bdf.fits,0,56319.569663,2456319.569663,2456319.569085,2456319.574536,2456319.575300,1.127852,62.413110,-19.960000,100,6.509110,29.672297,18.613426,18,32,48,0.232123,0.314333,0.252252,0.354035,0.193780,0.165236,0.156888,0.000347,0.000479,0.000424,0.000518,0.000376,0.000316,0.000348,669.157457,656.812019,594.289824,683.957780,514.741287,522.578116,450.901329,5281740.231209,3570.424073,2403.556638,2081.368766,6.509098,29.672283,1226015.360958,1017.876020,1634.013659,6533.102051,1540.922391,3455,19.848747,17.343858,69.315252,0.999865,1266537.303878,1879.561282,2196.072811,6.513393,29.660004,1263169.392348,1645.139445,6816.231934,1545.261748,19.714763,17.292096,70.616310,0.999653,1362264.337662,2748.162634,1400.821085,6.506273,29.745011,1063946.762412,1598.946143,6396.434082,1555.571020,18.610904,16.799918,81.686778,0.999926,1076852.317324,3799.383031,2012.907553,6.497660,29.679288,1380998.146083,1683.536921,8639.306641,1577.237399,17.095862,15.928037,79.332345,0.998252,2151098.849109,1818.042332,2303.984710,6.513897,29.648470,857358.146391,1544.384807,5044.068848,1546.273594,19.711751,17.254168,74.276740,0.999716,630499.253503,2869.387335,330.694642,6.505299,29.859479,872733.697839,1562.377869,6618.729492,1593.548021,15.790885,15.317764,353.348510,0.998686,1029498.303840,2434.665275,1751.260782,6.508843,29.707561,716267.783976,1505.122755,4539.149414,1539.662399,19.521074,17.206946,58.198659,0.999817,446774.800420
WASP-12b_00081_bdf.fits,0,56319.571043,2456319.571043,2456319.570464,2456319.575915,2456319.576679,1.123938,62.798717,-20.000000,100,6.509110,29.672297,18.625108,18,32,48,0.232315,0.313947,0.253795,0.354775,0.193098,0.165475,0.155974,0.000348,0.000480,0.000428,0.000520,0.000378,0.000319,0.000349,667.017319,653.974130,593.303479,682.310887,511.138531,519.417790,446.867413,5264899.659348,3573.928344,2401.077075,2080.636215,6.509098,29.672290,1223113.062836,1017.876020,1634.966854,6463.421387,1542.427236,3402,19.838228,17.368109,57.349654,0.999834,1248693.037110,1877.090242,2195.407980,6.513394,29.660002,1257965.782245,1645.632015,6880.987305,1549.170484,19.881477,17.460499,59.937635,0.999787,1311067.867765,2745.559297,1400.244302,6.506274,29.745003,1065727.020632,1602.908058,6378.538086,1556.789914,18.575552,16.915622,39.188491,0.999932,1068191.384405,3796.728732,2012.339304,6.497659,29.679281,1378718.683822,1682.803303,8951.475586,1582.122145,16.851526,15.878746,84.345123,0.997141,2212357.525335,1815.653734,2303.283936,6.513897,29.648472,852103.233350,1546.624300,5021.838867,1548.901650,19.824041,17.430278,63.808591,0.999813,606666.029344,2866.683501,329.956752,6.505300,29.859495,871207.696286,1569.557773,6513.638184,1596.404537,15.836640,15.341660,352.491211,0.997560,1018614.248445,2432.143397,1750.691064,6.508844,29.707551,710384.939300,1507.206408,4603.434082,1544.372478,19.568290,17.240264,63.690649,0.999828,439603.752984
WASP-12b_00082_bdf.fits,0,56319.572422,2456319.572422,2456319.571843,2456319.577294,2456319.578058,1.120107,63.183858,-20.040000,100,6.509110,29.672297,18.568586,18,32,48,0.231813,0.313344,0.253381,0.354009,0.193587,0.166017,0.156892,0.000349,0.000481,0.000428,0.000522,0.000379,0.000319,0.000351,663.704878,650.915700,591.772184,678.687712,511.281387,519.926892,447.495376,5241700.841936,3568.989035,2399.987594,2082.205764,6.509098,29.672294,1215096.908229,1017.876020,1633.174948,6645.786133,1542.744184,3435,19.859290,17.404366,48.873536,0.999671,1200376.631710,1875.982549,2196.938513,6.513393,29.660010,1250591.802053,1645.114276,6537.037109,1547.450427,19.762622,17.354497,58.267560,0.999637,1275848.607227,2744.529342,1401.651870,6.506274,29.745029,1059651.933310,1597.650837,6364.863281,1556.574493,18.450791,16.899905,41.987991,0.999854,1035463.824547,3795.863667,2013.887156,6.497659,29.679274,1370455.537902,1684.232813,8440.442383,1581.921537,17.065364,16.044732,75.067647,0.998649,2058729.882412,1814.532198,2304.816285,6.513897,29.648480,850147.034946,1541.601456,4951.685547,1546.964058,19.706981,17.392206,68.696216,0.999817,590413.557787,2865.723272,331.500376,6.505299,29.859523,870210.044458,1565.329185,6568.607910,1595.219866,15.726655,15.430310,358.290162,0.997733,986000.852289,2431.127473,1752.102200,6.508843,29.707574,710854.533725,1505.197108,4665.836426,1541.852671,19.408400,17.228674,46.439203,0.999573,429240.508984
WASP-12b_00083_bdf.fits,0,56319.573801,2456319.573801,2456319.573222,2456319.578673,2456319.579437,1.116356,63.568506,-20.030000,100,6.509110,29.672297,18.549410,18,32,48,0.231172,0.314308,0.253021,0.353689,0.193715,0.165158,0.156565,0.000345,0.000476,0.000424,0.000515,0.000374,0.000315,0.000346,670.027269,659.689826,597.138542,686.479537,517.289636,524.191952,452.508533,5321934.337134,3582.233154,2402.094381,2079.579498,6.509098,29.672288,1230280.301675,1017.876020,1638.820550,7382.977539,1548.108633,3463,19.583245,17.135252,74.043763,0.998968,1432070.997684,1878.080235,2194.276067,6.513393,29.660009,1272704.014956,1650.249196,7505.020996,1551.997268,19.706045,17.177162,72.727779,0.998751,1512844.964127,2746.630534,1399.125310,6.506274,29.745012,1074652.395941,1607.054790,7223.250000,1562.290490,18.611103,16.657558,78.329753,0.999573,1201908.740245,3798.002320,2011.157058,6.497660,29.679278,1390505.171666,1689.592254,9487.835938,1588.659860,17.158560,15.576259,81.294915,0.995213,2435179.033806,1816.585042,2302.154852,6.513897,29.648479,863640.068109,1547.821049,5531.115723,1550.197912,19.656825,17.145610,77.916168,0.999087,698815.002546,2867.807430,328.899594,6.505300,29.859514,878961.026166,1568.948778,7051.562988,1601.216439,15.776709,15.022339,348.216904,0.999018,1121364.724300,2433.193546,1749.530676,6.508843,29.707563,720432.686462,1508.633449,5071.102051,1547.386191,19.353384,17.058392,73.096576,0.999240,504192.136196
WASP-12b_00084_bdf.fits,0,56319.575180,2456319.575180,2456319.574601,2456319.580052,2456319.580816,1.112685,63.952630,-19.970000,100,6.509110,29.672297,18.241436,18,32,48,0.231895,0.313407,0.253723,0.352991,0.193681,0.165299,0.157208,0.000346,0.000476,0.000424,0.000515,0.000376,0.000316,0.000347,670.708589,658.991617,598.623671,685.620136,515.688327,523.583757,452.799792,5323379.772161,3585.743748,2400.154164,2081.510034,6.509098,29.672285,1234463.486710,1017.876020,1641.997777,7274.115234,1551.918832,3403,19.462659,17.084364,75.840311,0.999771,1415999.728697,1876.173956,2196.217314,6.513393,29.660005,1270272.684379,1649.206111,7246.337402,1557.804100,19.498717,17.022917,69.637557,0.999270,1514521.534159,2744.705000,1401.024562,6.506274,29.745006,1077320.794371,1605.295154,7025.577148,1566.213182,18.106303,16.462812,78.137685,0.999771,1231618.888519,3796.066173,2013.115336,6.497659,29.679278,1388851.362809,1690.371810,9488.724609,1594.468481,16.493537,15.502040,81.162792,0.995696,2453903.534201,1814.766254,2304.122444,6.513897,29.648473,863747.645257,1553.593058,5460.384766,1556.918911,19.464493,16.990560,78.440409,0.999107,705151.993618,2865.896149,330.757320,6.505300,29.859491,879950.322413,1572.640458,6992.688477,1608.444134,15.607224,14.971049,348.315709,0.998786,1141312.262070,2431.242511,1751.423289,6.508843,29.707561,723187.285345,1513.174363,4888.687988,1551.839287,19.057115,16.913650,64.696854,0.999239,507355.725578
WASP-12b_00085_bdf.fits,0,56319.576559,2456319.576559,2456319.575980,2456319.581431,2456319.582195,1.109093,64.336182,-19.930000,100,6.509110,29.672297,18.706793,18,32,48,0.231557,0.313434,0.252986,0.353839,0.193314,0.165170,0.157541,0.000347,0.000478,0.000425,0.000518,0.000377,0.000317,0.000349,667.424878,656.057288,595.411807,682.690115,513.205805,520.694297,451.512399,5299098.196541,3585.074198,2401.189182,2080.555364,6.509098,29.672295,1227043.273002,1017.876020,1640.377758,6558.284180,1554.658624,3414,19.831016,17.327597,67.262859,0.999620,1265333.976051,1877.238024,2195.366619,6.513393,29.660004,1264561.942618,1649.198987,6765.618652,1560.787059,19.885616,17.309865,68.591615,0.999450,1358592.026522,2745.702975,1400.135161,6.506274,29.745011,1069920.647270,1603.417801,6446.618652,1571.816537,18.650115,16.823483,64.387448,0.999591,1086586.885252,3796.924371,2012.146664,6.497660,29.679281,1384969.844630,1692.670721,8510.870117,1597.682742,16.950188,15.872639,77.415663,0.996057,2190095.732677,1815.759530,2303.201091,6.513897,29.648478,858439.416077,1551.640589,5071.540527,1559.232006,19.839784,17.305794,68.826501,0.999594,623372.880797,2866.929470,329.870631,6.505300,29.859504,875250.528207,1573.177765,6623.820801,1613.375740,16.173207,15.272916,355.356313,0.998894,1033261.594424,2432.254015,1750.576062,6.508843,29.707561,721206.345946,1513.019621,4730.514160,1554.096335,19.617627,17.233152,59.760401,0.999141,452246.236802
WASP-12b_00086_bdf.fits,0,56319.577938,2456319.577938,2456319.577360,2456319.582810,2456319.583575,1.105578,64.719151,-19.960000,100,6.509110,29.672297,18.509004,18,32,48,0.231679,0.314250,0.252216,0.354779,0.193639,0.165868,0.156573,0.000347,0.000479,0.000425,0.000518,0.000377,0.000318,0.000347,667.533266,656.486746,593.475130,684.390729,513.546954,522.081709,450.689992,5290750.715085,3578.476482,2398.930030,2082.668610,6.509098,29.672288,1225757.294094,1017.876020,1638.435791,6520.333008,1546.802230,3523,19.742175,17.340069,69.558009,0.999531,1228116.934435,1874.840942,2197.431920,6.513394,29.660002,1265069.875343,1648.391985,6379.292969,1552.404664,19.766711,17.370454,72.454983,0.999276,1306177.785206,2743.437295,1402.071824,6.506275,29.745023,1065640.512916,1604.137159,6301.451660,1565.273835,18.469147,16.764195,71.651930,0.999864,1064395.064444,3794.796508,2014.301443,6.497660,29.679273,1385500.456724,1686.578698,8804.824219,1591.165797,16.680400,15.904127,77.967477,0.996627,2174386.272332,1813.409947,2305.238413,6.513897,29.648479,858297.438116,1550.238828,4815.823730,1551.668731,19.772667,17.358472,75.208096,0.999538,602639.028353,2864.739174,331.824868,6.505299,29.859514,877568.613267,1572.617289,6440.059570,1606.779887,15.644557,15.336595,356.629149,0.999126,1019269.292072,2430.015437,1752.602125,6.508844,29.707563,716242.431986,1505.740232,4513.458984,1548.535616,19.487370,17.149697,62.210667,0.999402,438742.607458
WASP-12b_00087_bdf.fits,0,56319.579317,2456319.579317,2456319.578739,2456319.584189,2456319.584954,1.102141,65.101487,-19.980000,100,6.509110,29.672297,18.589323,18,32,48,0.231103,0.315109,0.253125,0.353276,0.193257,0.165533,0.156588,0.000344,0.000476,0.000423,0.000514,0.000374,0.000314,0.000346,671.016852,661.793304,598.631724,687.235186,516.986017,526.632529,453.218304,5333843.426005,3584.158508,2402.340033,2080.401683,6.509098,29.672289,1232667.321499,1017.876020,1639.671631,7027.447754,1545.512634,3421,19.768202,17.186492,56.268789,0.999548,1333313.011260,1878.313090,2195.117915,6.513394,29.660007,1278024.979962,1650.551021,6950.493652,1549.010209,19.751869,17.199604,57.572660,0.999288,1438527.175832,2746.935714,1399.914433,6.506274,29.745017,1077410.943598,1606.723811,6568.143555,1562.159664,18.610703,16.657022,43.831450,0.999829,1146651.397449,3798.280770,2012.070139,6.497659,29.679274,1392413.933603,1690.748744,8875.527344,1591.246543,16.979084,15.739733,76.236934,0.997323,2289901.450909,1816.832567,2302.987650,6.513897,29.648477,863856.315461,1549.835985,5181.016113,1550.185405,19.649939,17.162850,63.639123,0.999556,660053.557898,2868.125183,329.732493,6.505299,29.859512,882928.400879,1568.067246,6727.597168,1604.123989,15.938858,15.169028,356.802054,0.998170,1077460.242971,2433.471393,1750.382236,6.508843,29.707560,722137.253380,1509.863978,4665.534668,1545.124806,19.426607,17.018035,55.884284,0.999540,479047.004386
WASP-12b_00088_bdf.fits,0,56319.580697,2456319.580697,2456319.580118,2456319.585569,2456319.586333,1.098779,65.483166,-19.980000,100,6.509110,29.672297,18.536853,18,32,48,0.231673,0.314239,0.253279,0.353477,0.193178,0.165233,0.157058,0.000347,0.000479,0.000426,0.000518,0.000376,0.000316,0.000348,667.261559,656.340124,594.687085,681.878275,513.926420,522.291810,451.483754,5289166.318952,3578.779474,2400.961150,2082.061139,6.509098,29.672286,1225358.028641,1017.876020,1638.578676,6673.980469,1544.389434,3497,19.824542,17.412404,48.164985,0.999964,1263862.019212,1877.013333,2196.842894,6.513393,29.659999,1264656.633087,1648.085571,6720.565430,1550.481929,19.767791,17.435962,78.280035,0.999976,1344354.421814,2745.507003,1401.546196,6.506275,29.745012,1068905.132898,1604.449229,6479.490723,1562.665137,18.505396,16.906206,307.404155,0.999968,1087109.885774,3796.894631,2013.635182,6.497660,29.679280,1381331.236639,1691.436214,8969.470703,1593.348950,16.921513,15.884110,83.959397,0.997961,2210957.071758,1815.549072,2304.701430,6.513897,29.648471,856326.577162,1545.157450,5049.047363,1549.321000,19.588097,17.414008,281.811474,0.999993,619530.440840,2866.812889,331.303125,6.505299,29.859500,873944.816573,1565.317832,6764.738281,1604.981225,15.675119,15.311548,343.229121,0.996984,1044740.631345,2432.020909,1752.074099,6.508844,29.707552,717946.739165,1506.237410,4769.744629,1545.977291,19.475512,17.243452,305.582747,0.999987,455709.159235
WASP-12b_00089_bdf.fits,0,56319.582076,2456319.582076,2456319.581497,2456319.586948,2456319.587712,1.095491,65.864138,-20.010000,100,6.509110,29.672297,18.193464,18,32,48,0.230871,0.313790,0.252980,0.353261,0.193960,0.165268,0.157084,0.000348,0.000480,0.000427,0.000520,0.000378,0.000318,0.000349,663.788159,653.751388,591.931142,679.204028,513.123924,519.319685,449.734169,5267966.016851,3577.963610,2399.252901,2081.099782,6.509098,29.672285,1216219.601931,1017.876020,1635.466687,6630.357422,1548.468314,3503,19.243152,17.279290,47.027452,0.999711,1235067.881877,1875.364703,2195.839725,6.513393,29.660001,1258217.933499,1646.359636,6453.339355,1553.471393,19.524262,17.357199,46.199773,0.999849,1295656.423194,2743.913670,1400.517514,6.506274,29.745014,1063618.019260,1604.414938,6336.828125,1567.218822,18.327620,16.795640,31.756726,0.999895,1058671.659592,3795.277960,2012.675083,6.497659,29.679284,1375172.007418,1690.701891,8561.031250,1596.558872,16.518281,15.935035,74.717869,0.997903,2141098.154771,1813.920099,2303.742171,6.513896,29.648469,855787.104836,1545.912702,5054.897461,1551.412007,19.486772,17.365413,46.594300,0.999864,596484.140732,2865.037722,330.297584,6.505300,29.859490,870624.823638,1568.724371,6594.377441,1610.279906,15.310623,15.352644,356.807642,0.998779,1013039.400322,2430.375309,1751.043710,6.508844,29.707556,715170.951839,1506.272647,4576.517578,1548.813942,18.943541,17.148189,49.830224,0.999701,437939.866059
WASP-12b_00090_bdf.fits,0,56319.583455,2456319.583455,2456319.582876,2456319.588327,2456319.589091,1.092278,66.244336,-20.010000,100,6.509110,29.672297,19.121439,18,32,48,0.230413,0.313926,0.253157,0.354741,0.192811,0.165448,0.156828,0.000353,0.000488,0.000434,0.000529,0.000384,0.000323,0.000355,653.038315,643.885363,582.729268,670.201822,502.467357,511.796793,441.854788,5174343.867128,3570.555801,2401.356818,2080.464681,6.509098,29.672294,1192235.940589,1017.876020,1629.800976,5879.098633,1548.160143,3462,20.312557,18.054712,284.058564,0.999963,952114.482846,1877.397793,2195.230595,6.513393,29.660010,1236265.116341,1641.857471,6006.007812,1552.803654,20.222821,18.073067,278.901625,0.999991,1014947.281482,2745.955514,1399.896157,6.506274,29.745027,1045298.119694,1601.574481,5540.270020,1565.077108,19.116841,17.574115,295.677639,0.999936,825028.140542,3797.256906,2012.007209,6.497659,29.679276,1354909.495880,1685.264456,7458.556641,1596.764882,17.533628,16.779959,87.065346,0.998031,1668926.796727,1815.906297,2303.077536,6.513897,29.648482,836401.098569,1544.535098,4543.052734,1551.317321,20.567151,18.015125,84.861448,0.999953,468167.333504,2867.230798,329.687209,6.505299,29.859522,856082.907978,1564.913501,6041.395020,1611.402397,15.950749,16.243999,338.169672,0.998417,784796.587991,2432.466171,1750.367481,6.508843,29.707574,701470.036644,1504.136629,4114.271484,1548.819893,20.146322,17.909380,59.073266,0.999975,343699.934407
